Author,Title,Class Number,Class Name,Quarter,Year,Descriptors,Location,
"Martin, Liz",Differences in the zooplankton communities associated with drift algae accumulations in turbulent versus non-turbulent sites in the San Juan Archipelago,Ocean 499d,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2004,,San Juan Islands,
"Riordan, Erin Coulter","Effects of turbulent water mixing on phytoplankton morphology and species composition in the San Juan Channel, WA",Ocean 499d,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2004,,San Juan Channel,
"Robinson, Kelly L.",The effects of water column stratification or mixing on marine copepod vertical distribution and prosome length in Griffin Bay and southern San Juan Channel,Ocean 499d,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2004,,"Griffin Bay, San Juan Island; San Juan Channel",
"Simon, Melissa J.",Preferred burrowing habits of the Pacific sand lance (Ammodytes hexapterus); a comparison of various sites on San Juan Island,Ocean 499d,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2004,Ammodytes hexapterus,San Juan Island,
"Smith, Rowan",Influence of wind on seabird flight and foraging activity off Lime Kiln Point,Ocean 499d,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2004,,"Lime Kiln Point, San Juan Island",
"Padha, Meena; Kettleson, Kelly
",Evidence of antimicrobial peptide LL37/hCAP18 localization and its mechanism of release from human Cystic Fibrosis goblet cells of the respiratory tract in culture,Biol 499,The aquatic gel phase: dynamics of marine biopolymers,Summer,2004,,,
"Moon, Andres; Ng, Charlene; Oviedo, Angela; Verdugo, Pedro;; Quesada, Ivan
",Vertical distribution and colonization of marine bacteria in polymer gels,Biol 499,The aquatic gel phase: dynamics of marine biopolymers,Summer,2004,,Friday Harbor; San Juan Channel,
"Leithauser, Brent; Schmidt, Kristen; Chin, Wei-Chun; Verdugo, Pedro",Development of an assay to detect self-assembled microgels in seawater,Biol 499,The aquatic gel phase: dynamics of marine biopolymers,Summer,2004,,,
"DeAmicis, Stacey","Kelp diversity, density and population size structures: a comparative study of the exposed southeast and sheltered northwest faces of the breakwater at the Friday Harbor Labs, Washington",Biol 539,Marine Phycology,Summer,2004,Alaria marginata; Laminaria saccharina; Costaria costata; Nereocystis luetkeana,Friday Harbor Laboratories,
"Tyburczy, Joe","Variation in phlorotannin levels in the intertidal kelp Hedophyllum sessile among three local sites on San Juan Island, Washington",Biol 539,Marine Phycology,Summer,2004,Hedophyllum sessile; Katharina tunicata,"San Juan Island; Lime Kiln Point, San Juan Island",
"Conway-Cranos, Tish","The relationship between desiccation and grazing on the microhabitat use of juvenile and adult Fucus gardneri Silva in Friday Harbor, Washington",Biol 539,Marine Phycology,Summer,2004,Fucus gardneri; Endocladia muricata; Mastocarpus; Balanus glandula; Ceramium; Polysiphonia; Caulacanthus ustulatus; Bittium eschrichtii,Friday Harbor Laboratories,
"Foley, Melissa","Preferential feeding, grazing rates, and assimilation efficiency of reproductive and vegetative kelp tissues in the green urchin, Strongylocentrotus droebachiensis",Biol 539,Marine Phycology,Summer,2004,Strongylocentrotus droebachiensis; Alaria marginata; Nereocystis,Friday Harbor Laboratories,
"Engel, Caroline","Algal communities and primary production of high and low-zone tidepools at Cattle Point, San Juan Island, Washington",Biol 539,Marine Phycology,Summer,2004,Neorhodomela oregona; Corallina vancouveriensis; Ralfsia; Anthopleura elegantissima; Pseudolithophyllum whidbeyense; Lithophyllum impressum; Hildenbrandia; Mastocarpus papillatus; Odonthalia floccosa; Prionitis lanceolata; Cladophora columbiana; Ulva; Petrocelis; Microcladia borealis; Fucus spiralis; Analipus japonicus,"Cattle Point, San Juan Island",
"Vinueza, Luis",The role of Hedophyllum sessile as an ecosystem engineer and the ecological implications of its mutualism with Katharina tunicata,Biol 539,Marine Phycology,Summer,2004,Hedophyllum sessile; Katharina tunicata; Corallina vancouveriensis; Phyllospadix scouleri; Egregia menziesii; Nereocystis luetkeana; Alaria marginata; Semibalanus cariosus; Petrocelis; Plocamium cartilagineum; Porphyra; Endocladia muricata; Tectura scutum; Tonicella lineata; Nucella canaliculata; Lottia pelta; Balanus; Bossiella; Cryptopleura; Hildenbrandia; Laminaria sacharina; Mytilus californianus; Odonthalia flocossa; Pterocladia bipinnata,"Cattle Point, San Juan Island",
"Irvine, Kolleen",Short-term effects of two levels of trampling on hydrated and desiccated Fucus gardneri beds,,,,2004,Fucus gardneri,"Cattle Point, San Juan Island",
"Livingston, Haven",Effects of trampling on hydrated and desiccated Fucus gardneri beds: Loss of reproductive biomass,Biol 539,Marine Phycology,Summer,2004,Fucus gardneri,"Cattle Point, San Juan Island",
"Bulinski, K. V.","The shell-selection behavior of hermit crabs in isolation, competition, and predatory settings",Zool 533,Predator-prey interactions,Summer,2004,Pagurus granosimanus; Nucella lamellosa,"Argyle Creek, San Juan Island",
"Cintra-Buenrostro, Carlos E.","Trampling, peeling and nibbling mussels: An experimental assessment of mechanical and predatory damage to shells of Mytilus trossulus (Mollusca: Mytilidae)",Zool 533,Predator-prey interactions,Summer,2004,Mytilus trossulus; Hemigrapsus oregonensis; Hemigrapsus nudus,"Argyle Creek, San Juan Island; False Bay, San Juan Island; Rock Point, Lopez Island",
"Farrell, Una",The effect of salinity changes on the predation of Nucella lamellosa on Mytilus edulis,Zool 533,Predator-prey interactions,Summer,2004,Nucella lamellosa; Mytilus edulis,San Juan Island,
"Huntley, John Warren",A modern baseline for paleopathology: Neoichnology of spionid and trematode parasites in a bivalve host,Zool 533,Predator-prey interactions,Summer,2004,Protothaca staminea,"Argyle Lagoon, San Juan Island; Argyle Creek, San Juan Island",
"Koy, Karen","Shell-less Nucella lamellosa (Gmelin) from the rocky intertidal of San Juan Island, WA",Zool 533,Predator-prey interactions,Summer,2004,Nucella lamellosa,"Argyle Creek, San Juan Island",
"Rodrigues, Sabrina Coelho","Biotic interactions recorded in shells of recent rhynchonelliform brachiopods from San Juan Island, USA",Zool 533,Predator-prey interactions,Summer,2004,Terebratalia transversa; Terebratulina unguicula; Laqueus californianus; Hemithiris psittacea,"San Juan Channel; Iceberg Point, Lopez Island",
"Stafford, Emily S.",Reduction in foraging time and distance: A possible cost of defensive behavior in limpets,Zool 533,Predator-prey interactions,Summer,2004,Lottia; Hemigrapsus oregonensis,"Argyle Creek, San Juan Island",
"Stempien, Jennifer",Detecting avian predation on bivalve assemblages using indirect methods,Zool 533,Predator-prey interactions,Summer,2004,Nuttalina californica; Clinocardium nuttalii; Prototheca staminea; Saxidomus gigantea; Tapes japonica; Macoma nasuta; Mya arenia,"Argyle Bay, San Juan Island; Argyle Lagoon, San Juan Island",
"Willman, Sebastian",Testing the role of spines as predatory defence,Zool 533,Predator-prey interactions,Summer,2004,Nucella lamellosa; Mytilus trossulus,"Cattle Point, San Juan Island",
"Knackstedt, Sylys","Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge - Phase one technical report",Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Sweet, Justin","Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge - Phase two technical report",Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Church, Amber","Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge - Phase three technical report",Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Vetsikas, Dean","Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge - Phase four technical report",Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Vetsikas, Dean; Plath, Carrie; Rotella, Melissa",Relative event relocation of micro-seismic events along the Endeavour Ridge of the Juan de Fuca Plate,Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Knackstedt, Sylys; Patel, Hemalinee; Sweet Justin",Spectral analysis of seismic signals along the Endeavour Segment of the Juan de Fuca Ridge,Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Church, Amber; Schmidt, Calla","Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Ocean 499E,"Seismic deformation and its relation to volcanic, hydrothermal and biologic activity along the Endeavour Ridge",Autumn,2004,,,
"Blandin, Alynda",The food preference of Triopha catalinae,Biol 432,Marine Invertebrate Zoology,Summer,2005,Triopha catalinae,,
"Crofts, Stephanie",Pycnopodia helianthoides size in relation to predation of sponge encrusted and clean scallops,Biol 432,Marine Invertebrate Zoology,Summer,2005,Pycnopodia helianthoides,,
"Dusek, Eva",Determining clearance rate of Chlamys rubida feeding on the unicellular algae Rhodomonas spp. and Isochrysis spp.,Biol 432,Marine Invertebrate Zoology,Summer,2005,Rhodomonas; Isochrysis,,
"Fall, Leigh M.","Effect of siphon cropping on burying depths of Macoma nasuta from False Bay, San Juan Island, Washington",Biol 432,Marine Invertebrate Zoology,Summer,2005,Macoma nasuta,"False Bay, San Juan Island",
"Gray, Sarah","Prey choice of the red rock crab, Cancer productus: choosing between native and non-native clam species of varying size",Biol 432,Marine Invertebrate Zoology,Summer,2005,Cancer productus,,
"Hughes, Adrian",Investigating the covering behavior of Strongylocentrotus droebachiensis in reponse to Pycnopodia helianthoides,Biol 432,Marine Invertebrate Zoology,Summer,2005,Pycnopodia helianthoides,,
"Levy, Claire",Does the presence of a predator affect the decisions the hermit crab Pagurus caurinus makes while selecting a shell?,Biol 432,Marine Invertebrate Zoology,Summer,2005,Pagurus caurinus,,
"Lockhart, Victoria",Effect of Crepidula adunca limpets on the behavioral escape reaction of Callistoma ligatum gastropod in response to Pycnopodia helianthoides sea star,Biol 432,Marine Invertebrate Zoology,Summer,2005,Crepidula adunca; Calliostoma ligatum; Pycnopodia helianthoides,,
"Maliska, Max",Behavioral responses to three different stimuli between two groups in the Lophotrochozoa,Biol 432,Marine Invertebrate Zoology,Summer,2005,Lophotrochozoa,,
"Olsen, Gro Harlaug","An ecological study of epibionts living on kelps at different types of habitats on San Juan Island, Washington",Biol 432,Marine Invertebrate Zoology,Summer,2005,,,
"Plog, C.J.","The effects of color polymorphism on the distribution and size of Mytilus trosulus at Argyle Creek, San Juan Island",Biol 432,Marine Invertebrate Zoology,Summer,2005,Mytilus trosulus,"Argyle Creek, San Juan Island",
"Singletary, Eric",An analysis of the head musculature of the chaetognath Sagitta elegans,Biol 432,Marine Invertebrate Zoology,Summer,2005,Sagitta elegans,,
"Smith, Ursula","Observations of species diversity on different rock types at Cattle Point, San Juan Island, Washington",Biol 432,Marine Invertebrate Zoology,Summer,2005,,"Cattle Point, San Juan Island",
"Vendetti, Jann Elizabeth","Morphological variation in selected carprellids (Crustacea: Amphipoda) of the Friday Harbor Laboratory docks, San Juan Island, Washington",Biol 432,Marine Invertebrate Zoology,Summer,2005,Crustacea,San Juan Island,
"Wolley, Melissa","Testing for chemoreceptors in the avicularia of the marine bryozoan, Bugula turbinate",Biol 432,Marine Invertebrate Zoology,Summer,2005,Bugula turbinate,,
"Zeldman, Tael",Unpalatability of H. vesicular egg mass -- a possible chemical defense?,Biol 432,Marine Invertebrate Zoology,Summer,2005,Haminoea vesicula,San Juan Island,
"Zhu, Liming",The production of byssal threads by Mytilus trossulus in two flow conditions: a flow tank experiment,Biol 432,Marine Invertebrate Zoology,Summer,2005,Mytilus trossulus,,
"Armgardt, Emily",Insects of the sea: a morphological analysis of copepod evolution and development,Biology 533,Evolution and Development of the Metazoans,Summer,2005,Harpacitcus; Tigriopus,,
"Cui, Haiyang",Nodal evolution and expression in ascidian embryos,Biology 533,Evolution and Development of the Metazoans,Summer,2005,,,
"Kregenow, Flyod M.",A feasibility study on the appropriateness of isolating polar granules from Drosophila melangaster in preparation for a possible analysis of their proteins by mass sprectrometry,Biology 533,Evolution and Development of the Metazoans,Summer,2005,Drosophila melangaster,,
"Ng, Charlene","Phylogeny of nudibranchia (Opisthobranchia, Gastropoda, Mollusca) using mitochondrial 165 rDNA and COI genes",Biology 533,Evolution and Development of the Metazoans,Summer,2005,Opisthobranchia; Gastropoda; Mollusca,,
"Oyarzun, Fernanda X.",Molecular phylogeography of the poecilgonous polychaetes Boccardia proboscidea and B. wellingtonensis (polychaetea: spionidae): Two worms and two hemispheres,Biology 533,Evolution and Development of the Metazoans,Summer,2005,Boccardia proboscidea; Boccardia wellingtonensis,,
"Plachetzki, David C.",Chaetognath origins: a phylogenetic quandary comes to a head,Biology 533,Evolution and Development of the Metazoans,Summer,2005,,,
"Vaughn, Dawn",Reconsidering Garstang's ballad: integrating morphological and molecular approaches to understand how the gastropod got its twist,Biology 533,Evolution and Development of the Metazoans,Summer,2005,,,
"Virta, Valerie",Development and evolution of yolk morphologyin teleost fish,Biology 533,Evolution and Development of the Metazoans,Summer,2005,,,
"Svendsen, Jon C.",Speed matters: measurements of excess post-exercise oxygen consumption in striped surf perch,Fish 565 A,Fish Swimming,Summer,2005,Embiotoca lateralis,"Jackson Beach, San Juan Island",
"Prinet, Aurelie; Stienessen, Sarah","Does it pay to follow the leader? Potential hydrodynamic advantages to schooling in shiner perch, Cymatogaster aggregata",Fish 565 A,Fish Swimming,Summer,2005,Cymatogaster aggregata,"Jackson Beach, San Juan Island",
"Couturier, C.; Reum, J.",Intra-individual variation in Shiner Perch (Cymatogaster aggregata) morphometrics and relationships with fast-start performances,Fish 565 A,Fish Swimming,Summer,2005,Cymatogaster aggregata,"Jackson Beach, San Juan Island",
"Mariana, Javier",Responsiveness and kinematics of the anguiliform fish crescent gunnel (Pholis laeta) to a mechanical stimulus,Fish 565 A,Fish Swimmiing,Summer,2005,Pholis laeta,San Juan Island,
"Oufiero, Chris; Brodersen, Jakob",Sensory feed-back in the escape trajectory of Pacific staghorn sculpin (Leptocuttus armatus),Fish 565 A,Fish Swimming,Summer,2005,Leptocottus armatus,"Jackson Beach, San Juan Island",
"Tudorache, Christian; Jordan, Anders D.",Energetic costs of spontaneous activity: Measurements of oxygen consumption in a labrifrom [sic] teleost (Embiotoca lateralis),Fish 565 A,Fish Swimming,Summer,2005,Embiotoca lateralis,Friday Harbor,
"Munk, Yonatan",Steady swimming kinematics in anguilliform fish and terrestrial snakes,Fish 565 A,Fish Swimming,Summer,2005,Thamnophis sirtalis; Ptilichthys goodei; Apodichthys flavidus,"Jackson Beach, San Juan Island",
"Greer, Joanna; Swalla, Dr. Billie J.",Asexual development in the colonial Ascidian Botrylloides,Biol 499G,Invertebrate immunity and metamorphosis,Spring,2005,Botrylloides violaceous,"Roche Harbor, San Juan Island",
"Jimenez, Amber; Swalla, Dr. Billie J.",MAP kinase and NO/cGMP: Signaling pathways involved in metamorphosis of Boltenia villosa larvae,Biol 499G,Invertebrate immunity and metamorphosis,Spring,2005,Boltenia villosa,Friday Harbor Laboratories,
"Kim, Hee Sun; May, Lauren A.; Swalla, Dr. Billie J.",Ferlin expression and evolution in Ascidians,Biol 499G,Invertebrate immunity and metamorphosis,Spring,2005,Ciona intestinalis; Ciona savignyi,,
"Nozawa, Yoko; White, Tom; Swalla, Dr. Billie J.",A sea squirt's defense: Characterization of a macrophage migration inhibitory factor in model Ascidians,Biol 499G,Invertebrate immunity and metamorphosis,Spring,2005,Ciona intestinalis; Ciona savignyi; Boltenia villosa,Friday Harbor Laboratories,
"Suzuki, Stephanie; Swalla, Dr. Billie J.",The effects of isolated bacteria on Boltenia villosa settlement,Biol 499G,Invertebrate immunity and metamorphosis,Spring,2005,Boltenia villosa,"Jensen's Marina, San Juan Island; Mitchell Bay, San Juan Island; Roche Harbor, San Juan Island",
"White, Tom; Nozawa, Yoko; Swalla, Dr. Billie J.",Macrophage migration inhibitory factor in ascidians: A role in regulating innate immune response and metamorphosis,Biol 499G,Invertebrate immunity and metamorphosis,Spring,2005,Ciona savignyi; Ciona intestinalis; Boltenia villosa,,
"Dunagan, Cody B.",Settlement rate and habitat preference in larval spot prawns (Pandalus platyceros),Fish 492,Marine fish ecology apprenticeship,Spring,2005,Pandalus platyceros,Hood Canal,
"Ferguson, Alicia",Response of great sculpin (Myoxocephalus polyacanthocephalus) larvae to various light intensities,Fish 492,Marine fish ecology apprenticeship,Spring,2005,Myoxocephalus polyacanthocephalus,Friday Harbor Laboratories,
"Fierce, Sarah",Food consumption by larval fish in surface slicks in the San Juan Archipelago,Fish 492,Marine fish ecology apprenticeship,Spring,2005,Hexagrammos decagrammus; Hexagrammos stelleri; Hexagrammos octogrammus; Hexagrammos lagocephalus,San Juan Islands,
"Gerhard, Joy",Development of static gear for surveying the abundance and distribution of sculpins on rocky reefs in the San Juan Archipelago,Fish 492,Marine fish ecology apprenticeship,Spring,2005,Cottidae,"Bell Island; Danger Rocks, San Juan Island; Reef Point",
"Leffingwell, Sarah","Evaluation of rocky reef habitat associations of fishes and invertebrates in the San Juan Channel, Washington, using remotely operated vehicle (ROV) records",Fish 492,Marine fish ecology apprenticeship,Spring,2005,Sebastes caurinus; Sebastes emphaeus; Sebastes maliger; Sebastes nigrocinctus; Sebastes maliger,"Griffin Bay, San Juan Island; Point George, Shaw Island; Turn Island; Reef Point",
"Marsh, Jennifer M.",The use of SMURFs as a monitoring device for larval and juvenile fishes and invertebrates in kelp-bed communities,Fish 492,Marine fish ecology apprenticeship,Spring,2005,Nereocystis luetkeana; Apodichthys flavidus; Pholis ornata; Lumpenus sagitta,"Point George, Shaw Island; Neck Point, Shaw Island",
"Perez, Kestrel","Movement of kelp greenling (Hexagrammos decagrammus) in the San Juan Channel, WA",Fish 492,Marine fish ecology apprenticeship,Spring,2005,Hexagrammos decagrammus,"San Juan Channel; Turn Island; Turn Rock, San Juan Island",
"Smith, Jennifer D.",The abundance and diversity of larval fish in slicks and non-slicks in the San Juan Archipelago,Fish 492,Marine fish ecology apprenticeship,Spring,2005,Hexagrammidae; Cottidae; Gadidae; Cryptacanthodidae; Ammodytidae; Stichaeidae; Osmeridae,San Juan Islands,
"Wong, Jennifer
Holloway, Jon
Verdugo, Pedro
Chin, Wei-Chun",Self-assembly properties of phaeocystis globosa exopolymeric substances (EPS),"BIOL 499f
GIOENG 499f",Biophysics of the Aquatic Gel Phase,Fall,2005,"phaeocystis globosa
exopolymers
EPS",,
"Chi, Sung M.
Kelley, Rachel C.",Direct validation of dissolved organic matter self-assembly by confocal imaging and scanning electron microscopy (SEM),"BIOL 499f
BIOENG 499f",Biophysics of the Aquatic Gel Phase,Fall,2005,"marine carbon cycling
polymers","Cattle Point, San Juan Island",
"Angersbach, Yoshua W.
Carter, Kristi L.",Marine polymer assembly: implications for global carbon dynamics in the oceans.,"BIOL 499f
BIOENG 499f",Biophysics of the Aquatic Gel Phase,Fall,2005,"marine polymer assembly
polymers",,
"Aranda, Diana",Spatial and temporal variation of chlorophyll in the San Juan Islands in the fall of 2005,Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Behnke, Joe; Reynolds, Lang","Spatial and temporal variation in marine birds and mammals in the San Juan Archipelago, WA during fall 2005",Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Doo, Steve",Global temperature and its effects on the San Juan Archipelago,Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Gehman, Alyssa","Spatial and temporal variability of zooplankton, fall of 2005, in the San Juan Archipelago",Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Grant, Ashley",The effect of temporal and spatial variation on phytoplankton community composition in the San Juan Archipelago,Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Homerding, Margaret",Spatial and temporal distribution of forage fish within the San Juan Channel,Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Marsh, Jennifer",Spatial and temporal variation of fish density in the San Juan Archipelago,Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Mikulak, Sarah","Spatial and temporal differences in temperature and salinity patterns in the San Juan Archipelago, WA",Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Vasquez, Melissa",Seasonal variation in external physical forces drive estuarine circulation in the San Juan Archipelago,Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Viviani, Donn","Physical and biological influences on dissolved oxygen concentration and patterns over spatial and temporal scales in the San Juan Archipelago, fall 2005",Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Wright, Molly","Tides and external physical forces induce variation in zooplankton abundance and community structure in San Juan Channel, WA, USA",Ocean 499,Pelagic ecosystem function in the San Juan Archipelago,Fall,2005,,San Juan Islands,
"Mach, Megan",the effects of embryonic heat stress on hatching size and larval growth of the bubble snail Melanochlamys diomedea,Blinks Fellowship,Blinks Fellowship,Summer,2005,Melanochlamys diomedea,,
"Spellen, Leah and Sherrard, Kristin",Invagination of the echinoderm cels in sea squirts,,Blinks Fellowship,Summer,2005,"Invagination, endoderm cells, sea squirts",,
"Rodriguez, Albert;  Dr. Sarah Gilman; Dr. Toney Pires",Adult and Larval Habitat Selection in Three Morphologies of the Limpet Lottia pelta,,Blinks Fellowship,Summer,2005,Limpet; Lottia pelta; morphologies,,
"The role of UV radiation in habitat selection by the seastar, Pisaster ochraceus","Vasquez, Melissa",,Blinks Research Fellow,Summer,2005,Pisaster ochraceus; UVR; UV radiation,,
"Maldonado, Elisa",Flow-induced phenotypic plastic response of sea urchin plutei,,Blinks Fellowship Program,Summer,2005,sea urchin plutei; pheontypic plasticity,,
"Starks, Bianca D.; Dr. Vikram Iyengar",Male Competetion and Female Choice in Megalorchestia californiana (Crustacea: Amphipoda),,Blinks Fellowship,Summer,2005,Megalorchestia californiana; Crustacea: Amphipoda,,
"Charzynska, Agnieszka; Showalter, Ann; Sitvarin, Michael",Local adaptation and phenotypic plasticity: avoidance behavior in two littorine species,Biol,499,Autumn,2006,Littorina sitkana; Littorina scutulata; Cancer productus,"Reuben Tarte Park, San Juan Island; Cattle Point, San Juan Island; Beaverton Cove",
"Bund, Samantha V.; Pinzari, Corinna A.",Factors driving the decoration behavior of Oregonia gracilis in shallow and deep subtidal habitats,Biol,499,Autumn,2006,Oregonia gracilis; Hippoglossus stenolepis; Cancer productus,"Point Caution, San Juan Island; Roche Harbor, San Juan Island; Friday Harbor; Jensen's Marina, San Juan Island",
"Closek, Collin J.; Vagapov, Anton I.","Spatial distribution, morphological variation, and genetic structure in a sea anemone species complex (Anthozoa: Metridium)",Biol,499,Autumn,2006,Metridium senile; Metridium farcimen; Artemia,"Anacortes, Washington; Roche Harbor, San Juan Island; Friday Harbor Laboratories",
"Archuby, Fernando",Facultative drilling behavior of Nucella species (Muricidae) upon the thatched barnacle (Semibalanus cariosus) from field and experimental observations: Consequences for the fossil record of predation,Zool 533,Predator-Prey Interactions: Experimental and Field Approaches,Summer,2006,Semibalanus cariosus; Nucella lamellosa; Nucella emarginata; Nucella canaliculata,"Cattle Point, San Juan Island; Argyle Creek, San Juan Island; False Bay, San Juan Island",
"Baugh, Heather L.; Wall, Patrick D.","Spatial, temporal, and interspecific variation in the distributions of trace producing trematodes in bivalves",Zool 533,Predator-Prey Interactions: Experimental and Filed Approaches,Summer,2006,Protothaca staminea; Venerupsis japonica; Nuttalia obscurata; Macoma,"Argyle Lagoon, San Juan Island; Argyle Creek, San Juan Island",
"Casey, Michelle",Clumping behavior of Mytilus trossulus and its effects on the success and drill-hole stereotypy of the drilling gastropod predator Nucella lamellosa,Zool 533,Predator-prey interactions: experimental and field approaches,Summer,2006,Mytilus trossulus; Nucella lamellosa,"False Bay, San Juan Island",
"Chattopadhyay, Devapriya",Drilling behavior of Nucella lamellosa in the presence of a predator: An experimental assessment,Zool 533,Predator-prey interactions: Experimental and field approaches,Summer,2006,Nucella lamellosa; Mytilus trossulus,Friday Harbor Laboratories,
"Lindstrom, Anna","Shell repair frequency in intertidal gastropods from False Bay, San Juan Islands",Zool 533,Predator-prey interactions: Experimental and field approaches,Summer,2006,Littorina scutulata; Littorina sitkana; Nucella lamellosa,"False Bay, San Juan Island",
"Sawyer, Jennifer",Inducible defenses in two species of intertidal thatch barnacles on San Juan Island: Semibalanus cariosus and Balanus glandula,Zool 533,Predator-prey interactions: Experimental and field approaches,Summer,2006,Semibalanus cariosus; Balanus glandula,"False Bay, San Juan Island",
"Schiffbauer, James D.",Indirect effects of sunflower stars (Pycnopodia helianthoides) on the movement behavior of green sea urchins (Strongylocentrotus droebachiensis),Zool 533,Predator-prey interactions: Experimental and field approaches,Summer,2006,Pycnopodia helianthoides; Strongylocentrotus droebachiensis,,
"Tomasovych, Adam","Evaluating effects of substrate rugosity, consumer pressure, and competition on distribution of brachiopods",Zool 533,Predator-prey interactions:experimental and field approaches,Summer Session II,2006,Terebratalia transversa; Pododesmus,"Mitchell Bay, San Juan Island; Mosquito Pass, San Juan Island; San Juan Channel",
"Tyler, Carrie",Crushing predation by the cra Cancer productus and patelliform shell morphology,Zool 533,Predator-prey interactions: Experimental and field approaches,Summer Session II,2006,Cancer productus; Lottia digitalis; Lottia pelta; Tectura scutum,"False Bay, San Juan Island",
"Visaggi, Christy C.","Quantifying feeding behaviors of Hemigrapsus oregonensis, San Juan Island, Washington",Zool 533,Predator-prey interactions: Experimental and field approaches,Summer Session II,2006,Hemigrapsus oregonensis; Hemigrapsus nudus,"Argyle Creek, San Juan Island",
"Wall, Patrick",Morphologic variability along a predation gradient,Zool 533,Predator-prey interactions: Experimental and field approaches,Summer Session II,2006,Prototheca staminea; Nuttallia obscurata; Venerupsis japonica,"Argyle Creek, San Juan Island",
"Yanes, Yurena",Whelk predation upon limpets: Implications for the fossil record,Zool 533,Predator-prey interactions: Experimental and field approaches,Summer Session II,2006,Lottia digitalis; Lottia pelta; Tectura scutum,"False Bay, San Juan Island",
"Eerkes-Medrano, Dafne; Grabowski, Robert; Turner, Kevin; Williams, Elizabeth",Natural variation in nutritional condition of cyphonautes larvae of Membranipora membranacea (Bryozoa) and its effect on metamorphosis and colony formation,Biol 533b,Larval ecology,Summer,2006,Membranipora membranacea,"East Sound, Orcas Island; Shoal Bay, Lopez Island; Friday Harbor Laboratories",
"Eerkes-Medrano, Dafne; Padilla-Gamino, Jackie; Hanson, Kate",An experimental comparison of field and laboratory incubation methods for marine invertebrate larvae,Biol 533b,Larval ecology,Summer,2006,Dendraster excentricus,Friday Harbor Laboratories,
"Grabowski, Robert; Gyory, Joanna; Herter, Heidi",Haminoea vesicula and their egg masses: behavioral evidence against cannibalism and for gregarious laying and chemical defense,Biol 533b,Larval ecology,Summer,2006,Haminoea vesicula,"False Bay, San Juan Island",
"Grabowski, Robert; Gyory, Joanna; Herter, Heidi",The blue egg mass of Nereis neoneanthes,Biol 533b,Larval ecology,Summer,2006,Nereis neoneanthes,Friday Harbor Laboratories,
"Gyory, Joanna; Petrick, Colleen",Crawling and other exploratory behaviors of settling cyphonautes larvae of the bryozoan Membranipora membranacea,Biol 533b,Larval ecology,Summer,2006,Membranipora membranacea,Friday Harbor Laboratories,
"Hanson, Kate M.; Herter, Heidi L.; Vellutini, Bruno C.",Effects of food limitation on regeneration in Pisaster ochraceus larvae,Biol 533b,Larval ecology,Summer,2006,Pisaster ochraceus,"East Sound, Orcas Island",
"Padilla-Gamino, Jacqueline L.; Tran, Cawa; Wolf, Maya",Effects of lipid removal on the developent of Nereis vexillosa (Polychaeta),Biol 533b,Larval ecology,Summer,2006,Nereis vexillosa,"Cattle Point, San Juan Island",
